,ubicgeob,cod_expe,cod_deli,delito,calificacion del delito,grado consumacion,forma de comision,forma de accion,tipo modalidad,elementos comision,tipo concurso,tipo clasificacion,entidad ,municipio,fecha,total procesados,total victima
0,1001,7706,3,40400,2,1,1,3,6,0,0,4,1,1001,2005-03-05,1,1
2,1001,7708,5,40600,2,1,2,3,6,0,1,4,1,1001,2015-10-06,1,1
3,1001,7709,6,30700,1,1,1,3,4,0,2,4,1,1001,2016-03-15,1,2
4,1001,7709,7,60101,1,1,1,3,4,0,2,4,1,1001,2016-03-15,1,2
7,1001,7712,10,40600,2,1,2,3,6,0,0,4,1,1001,2015-08-30,1,1
8,1001,7712,11,10400,2,1,2,3,6,0,0,4,1,1001,2015-08-30,1,1
12,1001,7715,15,40400,1,1,1,1,3,2,1,4,1,1001,2017-02-10,1,1
14,1001,7717,17,40300,1,1,1,3,6,0,0,4,1,1001,2014-01-28,1,1
15,1001,7718,18,40300,1,1,1,1,6,0,1,4,1,1001,2007-12-14,1,1
16,1001,7719,19,40100,1,1,1,3,3,7,1,4,1,1001,2016-01-17,5,3
22,1001,7724,25,40700,1,1,1,3,6,0,2,4,1,1001,2017-03-09,1,1
23,1001,7725,26,40400,1,1,1,3,3,0,1,4,1,1001,2014-07-15,2,1
24,1001,7725,27,40100,1,2,1,1,3,0,1,4,1,1001,2014-07-15,1,1
25,1001,7726,28,40600,2,1,2,3,1,0,1,4,1,1001,2014-02-06,1,2
26,1001,7727,29,40400,2,1,1,3,6,0,0,4,1,1001,2012-04-03,1,1
27,1001,7728,30,50100,2,1,1,1,1,0,0,4,1,1001,2015-06-23,1,1
28,1001,7729,31,10400,2,1,2,3,1,0,0,4,1,1001,2015-01-10,1,3
29,1001,7730,32,50100,2,1,1,1,6,7,0,4,1,1001,2015-05-30,1,1
30,1001,7731,33,40100,2,1,1,3,4,7,0,4,1,1001,2018-04-02,1,1
33,1001,7734,36,30700,1,1,1,3,6,0,0,4,1,1001,2015-07-09,1,2
34,1001,7735,37,40100,1,1,1,2,4,0,1,4,1,1001,2015-11-24,1,1
37,1001,7738,40,40100,1,1,1,1,4,7,1,4,1,1001,2016-03-30,2,1
40,1001,7741,43,40117,1,1,3,3,1,0,1,4,1,1001,2015-08-30,1,1
44,1001,7745,47,40100,2,1,1,3,4,0,0,4,1,1001,2016-06-01,1,1
50,1001,7750,53,10400,2,2,1,3,6,0,1,4,1,1001,2016-02-10,1,1
53,1001,7753,56,70100,2,1,1,3,1,0,0,4,1,1001,2016-02-24,1,1
55,1001,7755,58,70100,2,1,1,3,6,0,0,4,1,1001,2016-05-24,1,1
60,1001,7759,63,40300,2,1,1,3,6,0,0,4,1,1001,2015-02-13,1,1
62,1001,7761,65,10400,2,1,1,1,4,0,1,4,1,1001,2013-01-20,1,1
63,1001,7762,66,50100,2,1,1,1,1,7,0,4,1,1001,2015-09-04,1,1
64,1001,7763,67,70100,2,1,1,2,2,0,0,4,1,1001,2015-09-22,1,1
65,1001,7764,68,70100,1,1,1,2,1,0,0,4,1,1001,2015-10-02,2,1
66,1001,7765,69,50100,1,2,1,3,3,0,1,4,1,1001,2012-09-19,1,1
67,1001,7766,70,90200,2,1,1,1,6,0,1,4,1,1001,2016-03-03,1,1
68,1001,7767,71,40100,2,1,1,3,1,7,0,4,1,1001,2016-03-06,1,1
69,1001,7768,72,30400,1,1,1,3,6,0,0,1,1,1001,2016-05-12,1,1
80,1001,7774,83,40600,2,1,1,1,6,0,0,4,1,1001,2014-07-14,1,1
81,1001,7774,84,10400,2,1,1,1,6,0,0,4,1,1001,2014-07-14,1,1
82,1001,7775,85,40300,2,1,1,3,6,0,0,4,1,1001,2015-04-12,1,1
83,1001,7776,86,40600,2,1,1,1,6,7,1,4,1,1001,2019-02-21,1,1
85,1001,7778,88,30700,1,1,1,2,3,2,0,4,1,1001,2015-08-19,1,1
87,1001,7780,90,90100,2,1,1,3,6,0,0,4,1,1001,2016-02-22,1,1
88,1001,7781,91,90100,2,1,1,1,6,7,0,4,1,1001,2015-03-07,1,1
89,1001,7782,92,50100,2,1,1,1,6,0,0,4,1,1001,2015-05-05,1,1
97,1001,7787,100,40100,1,1,1,3,4,0,1,4,1,1001,2016-02-24,1,1
99,1001,7789,102,70100,1,1,1,3,6,0,0,4,1,1001,2016-01-13,1,1
102,1001,7791,105,40400,2,1,1,3,6,0,0,4,1,1001,2009-12-14,1,1
103,1001,7792,106,10400,2,1,1,3,2,0,1,4,1,1001,2015-06-22,1,1
104,1001,7792,107,50100,2,1,1,3,2,0,1,4,1,1001,2015-06-22,1,1
110,1001,7797,113,70100,1,1,1,2,3,0,0,4,1,1001,2016-04-27,1,1
111,1001,7798,114,40100,1,1,1,3,6,7,0,4,1,1001,2016-04-07,1,1
112,1001,7799,115,40400,2,1,1,3,2,0,1,4,1,1001,2015-06-22,1,1
113,1001,7800,116,91100,1,1,3,3,6,7,0,4,1,1001,2016-05-02,1,1
114,1001,7801,117,70100,2,1,1,3,6,0,0,4,1,1001,2016-03-19,1,1
115,1001,7802,118,70100,1,1,1,3,6,0,0,4,1,1001,2016-05-17,1,1
117,1001,7804,120,70100,1,1,1,3,3,0,0,4,1,1001,2016-02-26,1,1
118,1001,7805,121,70105,2,1,1,1,1,0,1,4,1,1001,2016-04-30,1,1
119,1001,7806,122,40600,2,1,2,1,3,2,1,4,1,1001,2013-10-17,1,2
120,1001,7806,123,10400,2,1,2,1,3,2,1,4,1,1001,2013-10-17,1,1
121,1001,7807,124,91100,1,1,1,3,6,0,0,4,1,1001,2016-04-05,1,1
122,1001,7808,125,40100,1,1,1,3,4,0,0,4,1,1001,2016-04-27,1,1
123,1001,7809,126,70100,1,1,1,3,6,0,0,4,1,1001,2016-03-18,1,1
124,1001,7810,127,70100,2,1,1,3,6,0,0,4,1,1001,2016-04-19,1,1
125,1001,7811,128,70100,1,1,1,2,3,7,0,4,1,1001,2016-03-16,1,1
126,1001,7812,129,70100,1,1,1,2,3,2,0,4,1,1001,2016-03-19,2,1
127,1001,7813,130,91100,2,1,1,1,3,2,1,4,1,1001,2016-03-17,1,1
128,1001,7814,131,70100,2,1,1,3,1,0,0,4,1,1001,2016-03-13,1,1
129,1001,7815,132,70100,1,1,1,3,6,0,0,4,1,1001,2016-03-12,1,1
131,1001,7817,134,70100,2,1,1,2,6,7,0,4,1,1001,2016-03-13,2,1
134,1001,7819,137,70100,2,1,1,3,6,0,0,4,1,1001,2016-02-16,1,1
135,1001,7820,138,70100,2,1,1,3,6,0,0,4,1,1001,2016-02-23,1,1
136,1001,7821,139,40100,2,1,1,3,2,0,1,4,1,1001,2015-08-15,1,1
137,1001,7822,140,91100,2,1,2,1,3,2,1,4,1,1001,2016-03-03,1,1
138,1001,7823,141,90100,2,1,1,1,6,0,0,4,1,1001,2016-03-15,1,1
139,1001,7823,142,50100,2,1,1,1,6,0,0,4,1,1001,2016-03-15,1,1
140,1001,7824,143,40400,2,1,1,3,6,0,0,4,1,1001,2014-06-23,1,1
141,1001,7825,144,30700,1,1,1,3,6,7,0,4,1,1001,2016-03-19,1,1
142,1001,7825,145,60101,1,1,1,3,6,7,0,4,1,1001,2016-03-19,1,1
143,1001,7826,146,70100,2,1,1,3,6,0,0,4,1,1001,2016-02-02,1,1
144,1001,7827,147,70100,2,1,1,3,6,0,0,4,1,1001,2015-12-19,1,1
145,1001,7828,148,40100,1,1,1,2,4,0,0,4,1,1001,2016-01-31,1,1
146,1001,7829,149,70100,2,1,1,1,3,2,1,4,1,1001,2015-12-25,1,1
147,1001,7830,150,70100,1,1,1,3,6,0,0,4,1,1001,2015-12-20,1,1
149,1001,7832,152,70100,1,1,1,3,6,0,0,4,1,1001,2015-12-10,1,1
155,1001,7836,158,40100,2,1,1,3,6,0,0,4,1,1001,2015-11-30,1,1
159,1001,7841,162,40100,1,1,1,2,3,0,1,4,1,1001,2015-09-26,2,1
160,1001,7842,163,70100,2,1,1,3,6,0,0,4,1,1001,2015-09-15,1,1
161,1001,7843,164,30400,1,1,1,1,3,0,0,1,1,1001,2015-05-09,1,1
163,1001,7845,166,40117,2,1,3,2,6,0,0,4,1,1001,2015-11-11,1,1
164,1001,7846,167,70100,2,1,1,2,3,0,0,4,1,1001,2015-10-02,1,1
165,1001,7847,168,70100,2,1,1,1,3,2,1,4,1,1001,2015-12-01,1,1
166,1001,7848,169,40100,2,1,1,2,4,0,0,4,1,1001,2015-11-14,1,1
167,1001,7849,170,70100,1,1,1,1,3,2,1,4,1,1001,2015-10-11,1,1
168,1001,7850,171,10400,2,1,1,1,3,0,1,4,1,1001,2014-07-24,1,1
174,1001,7855,177,40400,2,1,1,2,2,7,0,4,1,1001,2016-03-15,1,1
196,1001,7871,199,40300,2,1,1,3,6,0,1,4,1,1001,2017-11-08,4,2
200,1001,7875,203,40700,2,1,1,3,6,0,1,4,1,1001,2017-11-16,1,1
211,1001,7885,214,40100,1,1,1,3,3,0,1,4,1,1001,2014-08-26,2,1
216,1001,7888,219,50100,2,1,1,1,6,0,0,4,1,1001,2013-11-21,1,4
218,1001,7890,221,40700,1,1,1,1,3,0,1,4,1,1001,2014-03-27,1,1
229,1001,7898,232,30700,1,1,1,3,3,0,1,4,1,1001,2017-02-08,1,1
230,1001,7898,233,30400,1,1,1,3,3,0,1,1,1,1001,2017-02-08,1,1
231,1001,7899,234,30400,1,1,1,3,4,0,0,1,1,1001,2016-05-07,1,1
237,1001,7903,240,90300,2,1,1,3,1,0,1,4,1,1001,2015-09-30,1,1
242,1001,7906,245,40100,2,1,1,3,4,7,0,4,1,1001,2013-05-21,1,1
247,1001,7911,250,40100,2,1,1,3,1,0,1,4,1,1001,2014-10-04,1,1
260,1001,7918,263,40100,1,1,1,1,4,1,0,4,1,1001,2015-07-09,1,1
262,1001,7920,265,40600,1,1,1,1,3,2,1,4,1,1001,2015-09-08,1,1
263,1001,7920,266,10400,1,1,1,1,3,2,1,4,1,1001,2015-09-08,1,1
264,1001,7920,267,40100,1,1,1,1,3,2,1,4,1,1001,2015-09-08,1,1
269,1001,7925,272,91100,2,1,1,3,6,0,0,4,1,1001,2016-02-05,3,1
270,1001,7926,273,70100,1,1,1,2,3,0,0,4,1,1001,2016-02-04,1,1
276,1001,7930,279,91100,2,1,3,3,1,7,0,4,1,1001,2016-02-19,1,1
277,1001,7931,280,40300,2,1,1,3,6,0,0,4,1,1001,2013-10-23,1,1
278,1001,7932,281,40600,2,1,2,3,6,7,0,4,1,1001,2016-02-22,1,1
279,1001,7932,282,10400,2,1,2,3,6,7,0,4,1,1001,2016-02-06,1,2
280,1001,7933,283,40100,1,1,1,3,4,0,0,4,1,1001,2016-05-17,1,2
281,1001,7934,284,40600,2,1,2,3,6,7,0,4,1,1001,2015-07-16,1,1
282,1001,7934,285,10400,2,1,2,3,6,7,0,4,1,1001,2015-07-16,1,2
283,1001,7935,286,50200,2,1,1,3,6,0,0,4,1,1001,2016-06-10,1,2
286,1001,7938,289,40300,2,1,1,3,6,0,0,4,1,1001,2013-07-23,1,1
288,1001,7940,291,40600,1,1,2,3,6,0,1,4,1,1001,2015-09-09,1,1
289,1001,7940,292,10400,1,1,2,3,6,0,1,4,1,1001,2015-09-09,1,1
292,1001,7943,295,40600,2,1,2,3,6,0,0,4,1,1001,2015-10-03,1,1
294,1001,7945,297,40400,2,1,1,3,6,0,0,4,1,1001,2016-04-17,1,1
298,1001,7948,301,50100,2,1,1,1,1,0,0,4,1,1001,2016-05-26,1,1
300,1001,7950,303,40500,1,1,1,3,6,7,1,4,1,1001,2014-01-30,1,1
303,1001,7952,306,40117,2,1,1,3,4,7,0,4,1,1001,2016-03-28,1,1
322,1001,7970,325,10100,1,1,1,1,4,7,0,1,1,1001,2005-09-28,1,1
324,1001,7972,327,10400,2,1,1,1,4,0,0,4,1,1001,2016-02-18,1,1
326,1001,7974,329,40100,2,1,1,2,4,0,0,4,1,1001,2015-09-13,1,1
327,1001,7975,330,91800,1,1,2,1,3,2,1,4,1,1001,2016-12-13,1,2
331,1001,7977,334,91100,2,1,3,3,2,0,0,4,1,1001,2015-11-14,1,1
332,1001,7978,335,30700,1,1,1,3,4,0,1,4,1,1001,2016-05-09,1,1
333,1001,7978,336,60101,1,1,1,3,4,0,1,4,1,1001,2016-05-09,1,1
334,1001,7979,337,40300,2,1,1,3,6,0,0,4,1,1001,2003-04-12,1,1
335,1001,7980,338,10400,2,1,1,1,4,0,0,4,1,1001,2015-04-05,1,1
336,1001,7981,339,40600,2,1,2,3,1,0,0,4,1,1001,2015-09-24,1,1
339,1001,7984,342,30700,1,1,1,2,4,7,2,4,1,1001,2015-10-21,1,1
340,1001,7984,343,60101,1,1,1,2,4,7,2,4,1,1001,2015-10-21,1,1
341,1001,7984,344,91800,1,1,1,2,4,7,2,4,1,1001,2015-10-21,1,1
343,1001,7986,346,90300,2,1,1,3,6,0,0,4,1,1001,2015-11-10,1,1
345,1001,7988,348,30400,1,1,1,2,6,0,0,1,1,1001,2016-01-07,1,1
348,1001,7991,351,30700,1,1,1,3,3,7,0,4,1,1001,2013-10-11,1,1
350,1001,7993,353,10100,2,1,2,3,6,0,1,1,1,1001,2015-10-02,1,1
352,1001,7995,355,40600,2,1,2,3,1,7,0,4,1,1001,2015-04-09,1,1
357,1001,8001,362,40100,2,1,1,3,4,0,0,4,1,1001,2015-07-11,1,1
359,1001,8003,364,50100,2,1,1,3,6,7,1,4,1,1001,2018-08-10,1,1
361,1001,8005,366,40600,2,1,1,3,3,7,1,4,1,1001,2015-06-04,2,1
363,1001,8007,368,70100,2,1,1,3,1,0,0,4,1,1001,2016-02-29,1,1
368,1001,8012,373,50200,1,1,1,3,6,0,0,4,1,1001,2016-11-08,1,1
369,1001,8013,374,10100,2,1,2,2,1,0,0,1,1,1001,2014-07-14,1,1
370,1001,8014,375,10100,2,1,1,1,6,2,0,1,1,1001,2004-10-23,1,1
373,1001,8016,378,40100,1,1,1,3,4,0,1,4,1,1001,2015-08-15,2,1
374,1001,8017,379,80102,2,1,1,1,6,0,0,4,1,1001,2013-03-06,1,1
375,1001,8018,380,50200,2,1,1,3,6,0,0,4,1,1001,2019-07-18,1,1
376,1001,8019,381,10100,1,1,1,3,4,7,0,1,1,1001,1994-03-04,2,1
377,1001,8020,382,91100,1,1,3,3,3,0,0,4,1,1001,2015-12-11,1,1
379,1001,8022,384,70100,2,1,1,3,1,0,0,4,1,1001,2016-02-29,1,1
381,1001,8024,386,91800,2,1,3,2,6,0,0,4,1,1001,2016-03-25,1,1
383,1001,8026,388,40300,2,1,1,2,1,0,0,4,1,1001,2009-11-20,1,1
384,1001,8027,389,40600,2,1,2,3,6,0,1,4,1,1001,2015-03-10,1,1
385,1001,8027,390,10400,2,1,2,3,6,0,1,4,1,1001,2015-03-10,1,3
388,1001,8029,393,70100,1,1,1,3,3,0,0,4,1,1001,2016-01-23,1,1
389,1001,8030,394,70100,1,1,1,3,3,0,0,4,1,1001,2016-05-24,1,1
395,1001,8033,400,40600,2,1,2,3,6,0,0,4,1,1001,2015-08-13,1,2
401,1001,8039,406,70100,1,1,1,3,6,0,0,4,1,1001,2016-02-15,3,1
402,1001,8039,407,10100,1,1,1,1,4,1,0,1,1,1001,2016-02-15,3,1
403,1001,8039,408,10400,1,1,1,1,4,1,0,4,1,1001,2016-02-15,3,1
409,1001,8044,414,30700,1,1,1,3,3,0,0,4,1,1001,2017-05-10,1,1
410,1001,8044,415,60101,1,1,1,3,3,0,0,4,1,1001,2017-05-10,2,1
411,1001,8044,416,30400,1,1,1,3,3,0,0,1,1,1001,2017-05-15,1,1
416,1001,8049,421,90300,2,1,1,3,6,0,0,4,1,1001,2016-08-11,1,1
417,1001,8050,422,90300,1,1,1,3,3,0,1,4,1,1001,2012-02-27,2,1
418,1001,8050,423,40300,1,1,1,3,3,0,1,4,1,1001,2012-02-27,2,11
420,1001,8052,425,40600,2,1,2,3,6,7,0,4,1,1001,2016-05-09,1,1
421,1001,8052,426,10400,2,1,1,3,6,7,0,4,1,1001,2016-05-09,1,1
422,1001,8053,427,70100,2,1,1,3,6,0,1,4,1,1001,2016-04-05,1,1
423,1001,8054,428,10100,1,1,1,1,3,1,0,1,1,1001,2015-03-21,1,1
425,1001,8056,430,40100,2,1,1,3,4,0,0,4,1,1001,2014-11-10,1,1
430,1001,8060,435,40100,2,1,1,3,6,0,1,4,1,1001,2018-06-11,1,1
432,1001,8062,437,20300,2,1,1,3,6,7,0,4,1,1001,2017-08-17,1,1
433,1001,8063,438,40400,2,1,1,3,6,0,0,4,1,1001,2015-12-25,1,1
436,1001,8065,441,40100,1,1,1,3,4,0,0,4,1,1001,2015-11-03,1,1
438,1001,8067,443,10400,2,1,1,3,4,7,0,4,1,1001,2015-12-19,1,1
439,1001,8067,444,50100,2,1,1,3,6,7,0,4,1,1001,2015-12-19,1,1
440,1001,8068,445,40100,1,1,1,2,4,0,0,4,1,1001,2015-12-09,1,1
441,1001,8069,446,20600,1,1,1,2,6,7,0,4,1,1001,2015-08-29,3,1
447,1001,8074,452,40600,2,1,2,3,6,7,0,4,1,1001,2015-06-29,2,1
448,1001,8074,453,10400,2,1,2,3,6,7,0,4,1,1001,2015-06-29,2,2
454,1001,8080,459,20300,2,1,1,3,6,0,0,4,1,1001,2015-10-29,1,1
456,1001,8082,461,80101,2,1,1,3,6,0,1,4,1,1001,2010-11-03,1,1
457,1001,8082,462,80104,2,1,1,3,6,0,1,4,1,1001,2010-11-03,1,1
460,1001,8085,465,40600,2,1,2,2,1,0,0,4,1,1001,2015-07-28,1,1
461,1001,8085,466,10400,2,1,2,2,1,0,0,4,1,1001,2015-07-28,1,1
467,1001,8090,472,50200,2,1,1,3,6,0,1,4,1,1001,2010-05-26,1,2
469,1001,8092,474,91100,2,1,3,3,6,0,1,4,1,1001,2015-10-06,1,1
470,1001,8093,475,30402,1,1,1,1,3,0,0,4,1,1001,2013-08-20,1,1
471,1001,8094,476,40600,2,1,2,3,3,0,1,4,1,1001,2016-03-17,1,1
472,1001,8095,477,91800,2,1,1,3,2,0,0,4,1,1001,2013-03-31,1,2
477,1001,8099,482,20100,1,1,1,1,6,1,1,4,1,1001,2009-03-25,8,3
480,1001,8102,485,40300,2,1,1,3,6,0,0,4,1,1001,2007-09-12,2,0
482,1001,8104,487,40100,2,1,1,3,4,0,0,4,1,1001,2016-01-20,1,1
485,1001,8107,490,80202,2,1,1,3,6,0,0,4,1,1001,2014-02-01,1,1
486,1001,8108,491,10100,1,1,1,1,4,7,0,1,1,1001,2016-03-22,2,1
487,1001,8109,492,10100,1,1,1,3,4,2,0,1,1,1001,2009-03-27,1,1
488,1001,8110,493,40100,1,1,1,3,4,0,1,4,1,1001,2016-01-03,2,1
489,1001,8111,494,10400,2,1,1,1,2,7,0,4,1,1001,2018-04-17,2,2
490,1001,8112,495,10100,1,1,1,1,4,7,1,1,1,1001,2018-08-10,1,1
491,1001,8113,496,50100,2,1,1,1,3,0,1,4,1,1001,2015-05-11,1,1
494,1001,8115,499,10400,1,1,1,1,4,2,1,4,1,1001,2015-06-13,1,1
495,1001,8116,500,30700,1,1,1,1,3,7,0,4,1,1001,2012-09-17,1,1
496,1001,8116,501,10400,2,1,1,1,4,7,0,4,1,1001,2012-09-17,1,1
497,1001,8117,502,70100,1,1,1,3,6,0,0,4,1,1001,2016-02-05,1,1
498,1001,8118,503,10100,1,1,1,3,4,1,0,1,1,1001,2011-05-29,2,1
499,1001,8119,504,90300,2,1,1,3,6,0,1,4,1,1001,2016-03-03,1,1
500,1001,8120,505,91800,2,1,3,2,1,0,0,4,1,1001,2015-09-04,1,1
501,1001,8121,506,40400,2,1,1,3,6,0,0,4,1,1001,2012-05-10,1,1
502,1001,8122,507,10400,2,1,1,1,4,0,0,4,1,1001,2014-05-18,1,1
503,1001,8123,508,90200,2,1,1,3,6,0,0,4,1,1001,2016-04-26,1,1
504,1001,8124,509,10400,1,1,1,1,4,1,0,4,1,1001,2011-02-01,2,1
507,1001,8127,512,10400,2,1,1,1,4,7,0,4,1,1001,2015-02-08,1,2
508,1001,8128,513,40600,2,1,1,1,2,7,0,4,1,1001,2018-01-16,1,2
509,1001,8128,514,10400,2,1,1,1,2,7,0,4,1,1001,2018-01-16,2,2
510,1001,8129,515,40600,2,1,2,2,1,7,2,4,1,1001,2014-12-09,1,1
511,1001,8130,516,30700,1,1,1,1,3,2,1,4,1,1001,2017-02-08,1,5
515,1001,8134,520,40100,2,1,1,3,6,0,0,4,1,1001,2013-05-13,1,1
516,1001,8135,521,40300,2,1,1,3,6,0,0,4,1,1001,2013-05-27,1,2
517,1001,8136,522,40100,2,1,1,1,4,0,0,4,1,1001,2015-11-22,1,1
520,1001,8139,525,40300,2,1,1,3,6,0,0,4,1,1001,2013-02-25,3,1
521,1001,8139,526,91800,2,1,1,3,6,0,0,4,1,1001,2013-02-25,1,1
522,1001,8140,527,40100,2,1,1,1,4,7,0,4,1,1001,2016-01-26,1,1
523,1001,8141,528,40114,1,1,1,1,3,2,1,4,1,1001,2017-06-01,1,1
524,1001,8141,529,50200,1,1,1,1,3,2,1,4,1,1001,2017-06-01,1,2
526,1001,8143,531,40600,2,1,2,3,6,0,0,4,1,1001,2015-04-01,1,1
527,1001,8144,532,40100,2,1,1,3,1,7,1,4,1,1001,2012-06-29,2,1
528,1001,8145,533,30400,1,1,1,1,3,2,1,1,1,1001,2019-02-07,1,1
530,1001,8147,535,50100,2,1,1,1,6,7,0,4,1,1001,2015-05-28,1,1
531,1001,8148,536,10400,2,1,2,3,6,0,0,4,1,1001,2016-04-05,1,2
532,1001,8149,537,50200,2,1,1,2,6,0,0,4,1,1001,2014-10-15,1,1
536,1001,8151,541,50200,2,1,1,3,6,0,1,4,1,1001,2017-05-18,1,1
537,1001,8152,542,40100,2,1,1,3,1,7,1,4,1,1001,2014-10-16,1,1
539,1001,8154,544,90100,2,1,1,1,3,7,1,4,1,1001,2019-02-13,1,1
540,1001,8154,545,10400,1,1,2,1,3,7,1,4,1,1001,2019-02-13,1,1
544,1001,8156,549,40600,2,1,2,3,6,0,0,4,1,1001,2011-01-15,1,1
547,1001,8159,552,40100,1,1,1,3,4,7,1,4,1,1001,2015-04-13,1,2
549,1001,8161,554,40100,2,1,1,3,4,0,0,4,1,1001,2016-02-23,1,1
550,1001,8162,555,91800,2,1,1,3,6,0,0,4,1,1001,2010-11-25,1,1
553,1001,8164,558,10400,2,1,1,1,4,7,1,4,1,1001,2016-05-09,1,1
554,1001,8164,559,50100,2,1,1,1,4,7,1,4,1,1001,2016-05-09,1,1
556,1001,8166,561,40400,2,1,1,3,6,0,0,4,1,1001,2016-01-11,1,1
558,1001,8168,563,40600,2,1,1,3,6,0,0,4,1,1001,2016-03-02,1,1
559,1001,8169,564,40600,2,1,2,2,4,0,1,4,1,1001,2013-04-30,1,1
560,1001,8170,565,20100,1,1,1,1,4,7,1,4,1,1001,2012-06-25,1,1
561,1001,8171,566,40300,2,1,1,3,3,0,1,4,1,1001,2019-03-06,1,1
562,1001,8172,567,70100,1,1,1,3,3,0,0,4,1,1001,2016-04-01,1,1
563,1001,8172,568,10100,2,2,1,1,4,1,2,1,1,1001,2016-04-01,1,1
564,1001,8172,569,80202,2,1,1,1,6,0,2,4,1,1001,2016-04-01,1,1
566,1001,8174,571,10100,1,1,1,1,4,7,0,1,1,1001,2016-04-12,5,1
567,1001,8175,572,70100,1,1,1,2,3,0,1,4,1,1001,2016-03-16,3,1
568,1001,8176,573,50100,1,1,1,1,3,2,1,4,1,1001,2019-03-12,1,1
569,1001,8177,574,90200,2,1,1,3,1,7,1,4,1,1001,2013-08-03,1,1
571,1001,8179,576,10400,2,1,1,1,3,2,2,4,1,1001,2015-12-05,1,1
572,1001,8180,577,40100,1,1,1,2,3,2,1,4,1,1001,2016-02-02,1,1
574,1001,8182,579,40600,1,1,2,1,3,2,1,4,1,1001,2017-07-10,1,1
575,1001,8183,580,40600,2,1,1,3,6,7,0,4,1,1001,2015-09-14,1,1
576,1001,8184,581,40400,2,1,1,3,1,0,1,4,1,1001,2013-05-23,1,1
577,1001,8185,582,10400,2,1,2,1,3,2,1,4,1,1001,2019-04-05,4,1
580,1001,8188,585,10100,1,1,1,1,4,1,0,1,1,1001,2015-12-09,2,0
582,1001,8190,587,40100,2,1,1,3,1,7,1,4,1,1001,2015-05-28,1,1
583,1001,8191,588,50200,2,1,1,3,3,0,1,4,1,1001,2019-04-09,1,3
584,1001,8192,589,50100,2,1,1,1,6,7,0,4,1,1001,2016-02-05,1,1
586,1001,8194,591,40600,2,1,2,2,1,7,1,4,1,1001,2015-07-03,2,1
587,1001,8195,592,90100,2,1,1,1,4,7,1,4,1,1001,2015-06-08,1,1
588,1001,8196,593,10400,2,1,2,1,4,7,1,4,1,1001,2019-05-07,1,1
589,1001,8197,594,40100,1,1,1,3,3,0,0,4,1,1001,2016-05-09,2,2
590,1001,8197,595,40117,1,1,1,3,3,0,0,4,1,1001,2016-05-09,2,2
594,1001,8201,599,30400,1,1,1,3,3,7,1,1,1,1001,2016-02-08,1,2
599,1001,8205,604,30400,1,1,1,1,4,0,1,1,1,1001,2002-06-04,1,1
601,1001,8207,606,10400,2,1,1,1,4,7,0,4,1,1001,2015-10-05,1,1
603,1001,8209,608,10400,2,1,2,3,3,7,0,4,1,1001,2015-09-09,1,1
604,1001,8210,609,70100,2,1,1,3,1,0,0,4,1,1001,2016-04-23,2,1
608,1001,8213,613,40100,1,1,1,3,6,7,1,4,1,1001,2015-05-28,1,1
610,1001,8215,615,50200,2,1,1,3,4,0,0,4,1,1001,2016-05-17,1,2
611,1001,8216,616,70100,1,1,1,3,6,7,0,4,1,1001,2016-02-17,2,1
614,1001,8219,619,40600,2,1,2,3,6,0,0,4,1,1001,2015-10-01,1,1
615,1001,8220,620,40100,2,1,1,3,6,7,0,4,1,1001,2015-01-01,5,2
616,1001,8221,621,40600,2,1,2,2,1,7,1,4,1,1001,2011-03-20,1,1
617,1001,8222,622,91100,2,1,3,3,6,7,1,4,1,1001,2016-03-28,1,1
620,1001,8225,625,40100,1,1,1,1,3,2,1,4,1,1001,2016-06-02,1,4
621,1001,8225,626,20600,1,1,1,1,3,2,1,4,1,1001,2016-06-02,1,4
622,1001,8226,627,70100,1,1,1,3,6,0,0,4,1,1001,2015-11-09,1,1
623,1001,8227,628,40400,2,1,1,3,3,0,1,4,1,1001,2019-07-25,1,1
626,1001,8230,631,70100,1,1,1,3,3,7,1,4,1,1001,2016-06-30,1,1
635,1001,8236,640,40100,1,1,1,2,4,0,0,4,1,1001,2016-01-09,1,1
636,1001,8237,641,91100,2,1,2,3,1,0,1,4,1,1001,2016-03-05,1,1
637,1001,8237,642,70100,1,1,1,3,3,0,1,4,1,1001,2016-03-05,1,1
642,1001,8241,647,10400,1,1,1,1,3,7,1,4,1,1001,2013-03-14,1,1
643,1001,8242,648,40100,1,1,1,3,6,7,0,4,1,1001,1980-06-20,1,1
644,1001,8243,649,70100,2,1,1,3,6,0,1,4,1,1001,2016-05-24,1,1
645,1001,8244,650,91100,2,1,1,2,1,7,0,4,1,1001,2015-12-24,1,1
646,1001,8245,651,70100,2,1,1,3,6,0,1,4,1,1001,2016-03-29,1,1
649,1001,8248,654,60101,1,1,1,3,3,7,1,4,1,1001,2011-12-12,2,2
650,1001,8248,655,30400,1,1,1,3,3,7,1,1,1,1001,2011-12-12,1,1
651,1001,8249,656,30400,1,1,1,1,4,7,1,1,1,1001,2016-01-16,1,1
656,1001,8253,661,70100,2,1,1,3,6,2,0,4,1,1001,2016-03-30,1,1
658,1001,8255,663,70100,2,1,1,3,1,7,0,4,1,1001,2016-02-02,1,1
661,1001,8258,666,70100,2,1,1,2,1,0,1,4,1,1001,2016-02-01,2,1
