,ubicgeob,cod_expe,cod_deli,delito,calificacion del delito,grado consumacion,forma de comision,forma de accion,tipo modalidad,elementos comision,tipo concurso,tipo clasificacion,entidad ,municipio,fecha,total procesados,total victima
31590,14091,58005,56595,90100,2,1,1,1,1,3,2,1,14,14116,2014-03-09,1,1
31591,14091,58005,56596,40600,2,1,1,1,1,7,2,1,14,14116,2014-03-09,1,1
31592,14091,58006,56597,40300,2,1,1,2,1,7,0,1,14,14091,2011-07-13,1,1
31593,14091,58007,56598,40700,1,1,1,3,3,0,0,1,14,14116,2013-08-26,5,2
31595,14093,58011,56604,10400,2,1,1,3,1,0,0,1,14,14093,2014-05-25,1,1
31596,14093,58037,56629,40100,2,1,1,2,4,6,0,1,14,14093,2014-02-04,1,1
31597,14093,58038,56630,70100,2,1,1,3,6,6,0,1,14,14093,2014-02-21,1,1
31598,14093,58039,56631,40100,1,1,1,1,4,6,0,1,14,14093,2014-04-18,1,1
31599,14093,58040,56632,90400,2,1,1,3,6,6,0,3,14,14093,2014-06-19,1,1
31600,14093,58041,56633,70100,2,1,1,3,6,6,0,1,14,14093,2012-11-04,1,1
31644,14093,58082,56677,40600,2,1,2,3,6,6,0,1,14,14093,2014-01-06,1,2
31645,14093,58083,56678,40100,1,1,1,1,4,6,0,1,14,14093,2014-08-05,4,1
31646,14093,58084,56679,10100,1,1,1,1,4,6,0,1,14,14093,2014-08-27,3,1
31647,14093,58085,56680,30100,1,1,1,1,3,6,0,1,14,14093,2014-06-16,1,1
31648,14093,58086,56681,10100,1,1,1,1,4,1,0,1,14,14093,2014-10-03,6,1
31649,14093,58087,56682,10400,2,1,1,1,1,6,0,1,14,14093,2014-12-08,1,1
31650,14093,58088,56683,90300,2,1,1,3,6,0,2,1,14,14093,2014-02-22,1,1
31651,14093,58088,56684,91800,2,1,1,3,6,6,2,1,14,14093,2014-02-22,1,1
31652,14093,58088,56685,10100,2,1,2,3,6,6,2,1,14,14093,2014-02-22,1,1
31653,14093,58089,56686,50100,2,1,1,1,6,6,0,1,14,14093,2013-04-22,1,1
31654,14093,58090,56687,40700,2,1,1,1,6,6,0,1,14,14093,2014-04-20,1,1
31655,14093,58091,56688,40100,1,2,1,1,4,6,2,1,14,14093,2014-02-04,3,1
31656,14093,58091,56689,40117,1,1,1,3,6,6,0,1,14,14093,2014-03-04,2,1
31657,14093,58092,56690,40117,1,1,1,3,6,6,0,1,14,14093,2014-12-03,2,1
31658,14093,58092,56691,40100,1,1,1,2,4,6,0,1,14,14093,2014-12-02,2,1
31659,14093,58093,56692,40100,1,1,1,1,4,6,0,1,14,14093,2014-05-13,3,1
31660,14093,58094,56693,40100,1,1,1,1,4,6,0,1,14,14093,2013-01-29,3,1
31661,14093,58095,56694,40100,1,1,1,1,4,6,0,1,14,14117,2013-01-27,3,1
31662,14093,58096,56695,40100,1,1,1,1,4,6,0,1,14,14093,2014-10-07,2,1
31663,14093,58097,56696,10400,2,1,2,3,6,6,0,1,14,14093,2013-11-25,1,1
31664,14093,58098,56697,50100,2,1,1,1,5,6,2,1,14,14093,2014-11-12,1,1
31665,14093,58098,56698,10400,2,1,1,1,6,6,1,1,14,14093,2014-11-12,1,1
31666,14093,58099,56699,60101,1,1,1,3,6,0,0,1,14,14093,2012-10-01,1,1
31667,14093,58100,56700,70100,2,1,1,3,6,6,0,1,14,14093,2014-09-19,1,1
31668,14093,58101,56701,40100,1,1,1,1,4,6,0,1,14,14093,2014-10-10,1,1
31669,14093,58102,56702,40100,1,1,1,1,4,6,0,1,14,14093,2013-12-28,1,1
31670,14093,58103,56703,40100,1,1,1,2,4,6,0,1,14,14093,2014-02-22,2,1
31671,14093,58104,56704,10400,2,1,1,1,6,6,0,1,14,14093,2014-12-16,1,1
31672,14093,58104,56705,40600,2,1,1,1,6,6,0,1,14,14093,2014-12-16,1,1
31673,14093,58105,56706,40100,2,1,1,3,4,0,0,1,14,14093,2014-07-17,1,1
31674,14093,58106,56707,40100,1,1,1,1,4,6,0,1,14,14093,2013-12-30,1,1
31675,14093,58108,56709,10400,2,1,1,1,6,3,0,1,14,14093,2014-06-06,1,1
31676,14093,58109,56710,40100,1,1,1,3,4,0,0,1,14,14093,2014-09-30,1,1
31677,14093,58110,56711,40100,1,1,1,1,4,6,0,1,14,14093,2014-12-27,3,1
31678,14093,58111,56712,40100,1,1,1,1,4,6,0,1,14,14093,2014-12-16,1,1
31679,14093,58112,56713,40100,1,1,1,1,4,6,0,1,14,14093,2013-08-15,3,1
31680,14093,58113,56714,70100,2,1,1,3,6,0,0,1,14,14093,2014-12-01,1,1
31681,14093,58114,56715,40100,1,1,1,1,4,6,0,1,14,14008,2013-02-19,2,1
31682,14093,58115,56716,40117,1,1,1,3,6,0,0,1,14,14111,2014-02-23,1,1
31683,14093,58117,56719,40117,1,1,1,3,3,0,0,1,14,14093,2014-02-26,5,1
31684,14093,58117,56720,91200,2,1,1,3,6,0,0,1,14,14093,2014-02-26,1,1
31685,14093,58118,56723,70100,2,1,1,2,1,6,0,1,14,14093,2014-02-12,2,1
31689,14093,58122,56729,80500,2,1,1,1,1,3,2,1,14,14093,2014-04-03,2,1
31690,14093,58122,56730,10400,2,1,1,1,1,3,2,1,14,14093,2014-04-03,2,2
31691,14093,58123,56731,40600,2,1,2,3,6,6,0,1,14,14093,2013-09-17,2,2
31692,14093,58123,56732,10400,2,1,2,3,6,6,0,1,14,14093,2013-09-17,1,1
31722,14093,58151,56766,40300,2,1,1,3,6,0,0,1,14,14046,2013-11-01,1,1
31723,14093,58155,56770,10400,2,1,1,1,1,3,0,1,14,14093,2015-02-21,1,1
31724,14093,58156,56771,40600,2,1,2,3,1,0,0,1,14,14093,2015-02-03,1,1
31725,14093,58157,56772,10100,1,1,1,1,4,1,2,1,14,14093,2013-10-08,3,3
31726,14093,58157,56773,10100,1,2,1,1,4,1,2,1,14,14093,2013-10-08,3,6
31727,14093,58157,56774,80500,2,1,1,1,3,1,2,1,14,14093,2013-10-08,3,6
31728,14093,58158,56775,30100,1,1,1,1,6,0,0,1,14,14093,2011-08-15,1,1
31729,14093,58159,56776,40800,2,1,1,2,6,0,0,1,14,14093,2015-04-16,1,1
31730,14093,58160,56777,20600,1,1,1,1,3,1,1,1,14,14093,2013-06-05,5,3
31731,14093,58160,56778,70700,1,1,1,3,6,1,1,1,14,14093,2013-06-05,5,1
31733,14093,58162,56780,40300,2,1,1,3,6,0,3,1,14,14093,2014-11-15,1,1
31734,14093,58163,56781,10400,2,1,2,3,1,0,0,1,14,14117,2014-01-08,1,3
31735,14093,58164,56782,40100,1,1,1,2,4,0,0,1,14,14093,2014-08-12,1,1
31736,14093,58165,56783,30100,1,1,1,1,6,0,0,1,14,14093,2015-02-10,1,1
31737,14093,58166,56784,40300,2,1,1,3,6,0,0,1,14,14093,2011-06-30,1,1
31738,14093,58167,56785,50100,2,1,1,1,1,6,0,1,14,14093,2015-01-10,1,1
31740,14093,58169,56787,91800,2,1,2,3,6,0,0,1,14,14093,2012-08-06,4,1
31741,14093,58170,56788,40300,2,1,1,3,6,0,0,1,14,14093,2016-08-31,1,1
31742,14093,58171,56789,40300,1,1,1,3,1,0,0,1,14,14093,2010-04-14,4,2
31746,14093,58175,56793,10500,2,1,1,2,6,0,0,3,14,14093,2016-04-29,1,1
31749,14093,58178,56796,10400,2,1,2,3,6,6,1,1,14,14093,2015-05-14,1,1
31750,14093,58178,56797,40600,2,1,2,3,6,0,1,1,14,14093,2015-05-14,1,1
31751,14093,58179,56798,40300,1,1,1,3,6,0,0,1,14,14093,2015-05-13,1,1
31752,14093,58180,56799,10400,2,1,2,3,1,0,1,1,14,14093,2015-05-21,1,1
31753,14093,58180,56800,40600,2,1,2,3,6,6,1,1,14,14093,2015-05-21,1,1
31760,14093,58191,56817,40300,2,1,1,3,6,0,0,1,14,14093,2004-01-16,3,1
31764,14093,58193,56818,40100,1,1,1,2,4,6,0,1,14,14053,2010-10-10,2,1
31765,14093,58193,56819,10400,2,1,1,1,6,6,0,1,14,14053,2010-10-10,2,1
31766,14093,58194,56820,90200,2,1,1,2,1,6,0,1,14,14093,2015-03-04,1,1
31767,14093,58195,56821,30400,1,1,1,1,6,0,0,1,14,14093,2012-01-22,1,1
31768,14093,58196,56822,40100,1,1,1,1,4,6,0,1,14,14093,2014-10-31,2,1
31772,14093,58199,56826,40300,2,1,1,3,6,0,0,1,14,14073,2014-12-02,1,1
31773,14093,58200,56827,40300,2,1,1,3,6,0,2,1,14,14093,2014-12-15,1,1
31774,14093,58201,56828,30100,1,1,1,1,6,0,0,1,14,14093,2014-03-14,1,1
31776,14093,58205,56833,40100,1,1,1,1,4,6,0,1,14,14078,2014-12-13,1,1
31778,14093,58209,56837,40300,2,1,1,2,1,0,0,1,14,14093,2003-06-09,2,1
31781,14093,58218,56846,10100,1,1,1,1,4,1,0,1,14,14093,2012-11-12,1,1
31782,14093,58219,56847,40300,2,1,1,3,1,0,0,1,14,14093,2002-08-16,4,1
31783,14093,58220,56848,80102,2,1,1,2,1,0,1,1,14,14093,2014-01-30,1,1
31784,14093,58220,56849,40300,2,1,1,3,6,0,2,1,14,14093,2014-01-30,1,1
31785,14093,58221,56850,30100,1,2,1,1,1,0,0,1,14,14093,2014-06-13,1,1
31786,14093,58223,56852,40500,1,1,1,1,6,0,0,1,14,14093,2017-04-11,1,1
31787,14093,58224,56853,70101,2,1,3,3,6,0,0,1,14,14093,2014-07-10,1,1
31788,14093,58225,56854,30100,1,1,1,1,5,0,0,1,14,14093,2014-03-31,1,1
31790,14093,58227,56856,30100,1,1,1,1,6,0,0,1,14,14093,2013-11-21,1,1
31791,14093,58228,56857,30100,1,1,1,1,6,0,0,1,14,14093,2014-02-15,1,1
31792,14093,58229,56858,10400,2,1,2,3,6,0,0,1,14,14093,2015-04-12,1,1
31794,14093,58231,56860,40102,2,1,1,2,4,6,0,1,14,14046,2013-11-19,1,1
31795,14093,58232,56861,30100,1,1,1,1,6,0,0,1,14,14093,2013-08-30,1,1
31796,14093,58233,56862,30100,1,1,1,1,6,0,0,1,14,14093,2015-04-24,1,1
31797,14093,58234,56863,40300,2,1,1,3,6,0,0,1,14,14093,2014-01-14,2,1
31798,14093,58235,56864,30100,2,1,1,2,1,0,0,1,14,14093,2014-09-29,1,1
31800,14093,58239,56868,30100,1,1,1,1,6,3,0,1,14,14093,2014-09-28,1,1
31802,14093,58243,56872,40300,2,1,1,2,1,0,0,3,14,14093,2009-06-18,1,1
31803,14093,58244,56873,20601,1,1,1,1,3,1,3,1,14,14013,2000-06-26,1,1
31805,14093,58245,56875,40117,1,1,1,1,4,1,0,1,14,14033,2009-05-04,1,1
31806,14093,58246,56876,10400,2,1,2,2,1,0,0,1,14,14013,2009-06-15,1,1
31807,14093,58247,56877,10100,2,1,2,2,1,0,0,1,14,14013,2011-01-19,1,3
31808,14093,58247,56878,40600,2,1,2,2,1,0,0,1,14,14013,2011-01-18,1,1
31809,14093,58247,56879,10400,2,1,2,2,1,0,3,1,14,14013,2011-01-18,1,4
31810,14093,58248,56880,40107,1,1,1,1,4,6,0,1,14,14033,2012-04-18,1,1
31811,14093,58249,56881,10400,2,1,1,1,1,3,1,1,14,14013,2013-03-14,1,1
31812,14093,58249,56882,50100,2,1,1,1,1,3,2,1,14,14013,2013-03-12,1,1
31813,14093,58250,56883,10400,2,1,1,1,1,3,0,1,14,14013,2012-10-05,1,1
31814,14093,58251,56884,90504,1,1,1,2,1,0,0,1,14,14013,2013-04-06,1,1
31817,14093,58253,56887,10400,2,1,2,2,1,4,1,1,14,14013,2014-11-03,1,1
31818,14093,58253,56888,40600,2,1,2,2,1,4,1,1,14,14013,2014-11-03,1,1
31819,14093,58254,56889,30100,1,1,1,1,1,3,0,1,14,14063,2015-09-25,1,2
31820,14093,58255,56890,40102,1,1,1,1,4,6,0,1,14,14118,2015-03-06,1,1
31821,14093,58256,56891,30100,1,1,1,1,1,3,0,1,14,14118,2014-04-17,1,1
31822,14093,58257,56892,10100,1,1,1,1,5,1,0,1,14,14111,1990-05-27,1,1
31823,14093,58258,56893,10100,1,1,1,1,5,1,0,1,14,14111,1990-09-01,1,1
31824,14093,58259,56894,10100,1,1,1,1,5,1,0,1,14,14078,1990-11-11,1,1
31825,14093,58260,56895,30100,1,1,1,1,1,3,0,1,14,14053,1991-10-31,1,1
31826,14093,58261,56896,10100,1,1,1,1,5,1,0,1,14,14078,1991-11-23,1,1
31827,14093,58262,56897,10100,1,1,1,1,5,1,0,1,14,14078,1991-12-01,1,1
31828,14093,58263,56898,10100,1,1,1,1,5,2,0,1,14,14046,1996-03-10,1,1
31829,14093,58264,56899,10100,1,1,1,1,5,1,0,1,14,14046,1995-06-07,1,1
31830,14093,58265,56900,10100,1,1,1,1,5,1,0,1,14,14046,1996-09-11,1,1
31831,14093,58266,56901,40102,1,1,1,1,4,6,0,1,14,14046,1996-05-20,1,1
31832,14093,58267,56902,10100,1,1,1,1,5,1,2,1,14,14053,1991-05-14,1,2
31833,14093,58267,56903,40113,1,1,1,1,5,1,2,1,14,14053,1991-05-14,1,1
31834,14093,58268,56904,10100,1,1,1,1,6,1,0,1,14,14078,1998-04-10,1,1
31835,14093,58269,56905,10100,1,1,1,1,5,1,2,1,14,14046,1995-06-18,2,2
31836,14093,58270,56906,10100,1,1,1,1,5,1,2,1,14,14046,1996-03-16,1,1
31837,14093,58270,56907,10400,1,1,1,1,5,1,2,1,14,14046,1996-03-16,1,1
31838,14093,58271,56908,10100,1,1,1,1,5,1,0,1,14,14078,1998-08-03,1,1
31839,14093,58272,56909,10100,1,1,2,1,5,1,0,1,14,14078,2000-06-11,1,1
31840,14093,58273,56910,10100,1,1,1,1,5,1,2,1,14,14078,2002-02-09,1,1
31841,14093,58273,56911,10100,1,2,1,1,5,1,2,1,14,14078,2002-02-09,1,1
31842,14093,58274,56912,40102,1,2,1,1,4,6,0,1,14,14046,2002-03-31,2,1
31843,14093,58274,56913,40102,1,2,1,1,4,6,0,1,14,14046,2002-03-31,2,1
31844,14093,58275,56914,10100,1,1,1,1,5,1,0,1,14,14078,2000-09-05,2,1
31845,14093,58276,56915,10100,1,1,1,1,4,1,0,1,14,14078,2002-06-16,2,1
31846,14093,58277,56916,10100,1,1,1,1,5,1,0,1,14,14078,1997-04-22,1,1
31847,14093,58278,56917,10100,1,1,1,1,4,1,0,1,14,14078,2002-10-05,1,1
31848,14093,58279,56918,40103,1,1,1,1,4,2,0,1,14,14124,2003-05-30,2,2
31849,14093,58280,56919,30100,1,1,1,1,6,3,0,1,14,14046,2004-01-15,1,1
31850,14093,58281,56920,40107,1,1,1,2,4,0,0,1,14,14046,2004-04-30,1,1
31851,14093,58282,56921,10100,1,1,1,1,3,1,0,1,14,14074,2005-02-22,1,1
31852,14093,58283,56922,40102,1,1,1,1,4,2,0,1,14,14074,2004-05-21,1,1
31853,14093,58284,56923,40112,1,1,1,2,4,6,0,1,14,14046,2004-12-20,1,1
31854,14093,58285,56924,10100,1,1,1,1,5,1,0,1,14,14046,2004-11-06,1,1
31855,14093,58286,56925,10100,1,1,1,1,5,1,2,1,14,14046,2005-12-14,1,1
31856,14093,58286,56926,10100,1,2,1,1,4,1,2,1,14,14046,2005-12-14,1,1
31857,14093,58287,56927,10400,2,1,1,1,1,6,1,1,14,14074,2008-12-25,1,1
31858,14093,58287,56928,80102,3,1,1,1,6,6,2,1,14,14074,2008-12-25,1,1
31859,14093,58288,56929,30100,1,1,1,1,1,3,0,1,14,14046,2003-07-01,1,1
31860,14093,58289,56930,10100,1,1,1,1,5,1,0,1,14,14078,2013-10-22,1,1
31861,14093,58290,56931,10100,1,1,1,1,5,1,0,1,14,14093,2008-08-20,3,2
31862,14093,58291,56932,40300,2,1,1,2,1,0,0,1,14,14046,2012-10-23,2,4
31863,14093,58292,56933,40104,1,1,1,1,5,4,0,1,14,14046,2004-05-27,1,1
31864,14093,58293,56934,40103,1,1,1,1,3,4,0,4,14,14046,2005-08-04,1,1
31865,14093,58294,56935,40102,1,1,1,1,4,2,0,1,14,14074,2004-06-14,1,1
31866,14093,58295,56936,40102,1,1,1,1,3,1,0,1,14,14074,2004-06-16,1,2
31867,14093,58296,56937,30100,1,1,1,1,3,3,0,1,14,14074,2005-05-29,1,1
31868,14093,58297,56938,30100,1,1,1,1,6,3,2,1,14,14046,2007-02-23,1,1
31869,14093,58297,56939,30100,1,1,1,1,4,6,2,1,14,14046,2007-02-23,1,1
31870,14093,58297,56940,60101,1,1,1,1,4,6,0,1,14,14046,2007-02-23,1,1
31871,14093,58298,56941,10100,1,1,1,1,5,1,2,1,14,14046,2007-11-19,2,1
31872,14093,58298,56942,10400,1,1,1,1,4,1,2,1,14,14046,2007-11-19,2,1
31873,14093,58298,56943,40102,1,1,1,1,5,1,2,1,14,14046,2007-11-19,2,1
31874,14093,58299,56944,40102,1,1,1,1,4,6,2,1,14,14078,2007-12-24,1,1
31875,14093,58299,56945,90300,2,1,1,2,1,0,0,1,14,14078,1999-12-24,1,1
31876,14093,58300,56946,40102,1,1,1,1,5,2,0,1,14,14074,2008-03-19,1,1
31877,14093,58301,56947,40102,1,1,1,1,3,1,0,1,14,14074,2008-03-27,1,1
31878,14093,58302,56948,40113,1,1,1,1,4,6,0,1,14,14046,2008-05-30,1,1
31879,14093,58303,56949,10100,1,1,1,1,5,1,0,1,14,14078,2008-04-08,1,1
31880,14093,58304,56950,10100,1,1,1,1,5,1,2,1,14,14046,2008-08-11,1,1
31881,14093,58304,56951,10400,1,1,1,1,5,1,2,1,14,14046,2008-08-11,1,1
31882,14093,58305,56952,40102,1,1,1,2,1,6,0,1,14,14078,2007-08-07,1,1
31883,14093,58306,56953,40115,1,1,1,1,4,4,0,1,14,14078,2004-04-26,1,1
31886,14093,58308,56956,40113,1,1,1,1,5,1,0,1,14,14046,2008-10-17,3,1
31887,14093,58309,56957,40113,1,1,1,1,4,2,0,1,14,14046,2008-12-08,1,1
31888,14093,58310,56958,10100,1,2,1,1,5,1,1,1,14,14078,2007-05-03,1,2
31889,14093,58311,56959,40103,1,1,1,1,5,6,0,1,14,14009,2008-04-30,1,1
31890,14093,58312,56960,10100,1,1,1,1,5,1,0,1,14,14046,2008-05-02,1,1
31891,14093,58313,56961,10100,1,1,1,1,5,1,2,1,14,14078,1998-08-29,1,1
31892,14093,58313,56962,10100,1,2,1,1,5,1,2,1,14,14078,1998-08-29,1,1
31893,14093,58314,56963,40103,1,1,1,1,5,6,0,1,14,14078,2009-07-27,2,1
31894,14093,58315,56964,10100,1,1,1,1,5,1,1,1,14,14046,2009-08-13,4,1
31896,14093,58316,56966,40114,1,1,1,1,1,6,1,1,14,14015,2009-10-27,4,1
31897,14093,58316,56967,70700,1,1,1,3,6,0,1,1,14,14015,2009-10-27,4,1
31898,14093,58316,56968,70500,1,1,1,2,1,0,1,1,14,14015,2009-10-09,4,1
31899,14093,58317,56969,40117,1,1,1,1,5,6,0,1,14,14078,2010-03-05,1,1
31900,14093,58318,56970,40600,2,1,2,2,1,4,0,1,14,14073,2010-03-11,1,1
31901,14093,58319,56971,40103,1,1,1,1,5,6,0,1,14,14074,2010-04-26,1,1
31902,14093,58320,56972,91800,1,1,1,1,4,1,0,1,14,14078,2009-12-12,1,1
31903,14093,58321,56973,20601,1,1,1,1,6,1,0,1,14,14078,2010-05-15,5,1
31904,14093,58322,56974,40102,1,1,1,1,4,6,0,1,14,14046,2010-06-10,3,1
31905,14093,58323,56975,40103,1,1,1,1,5,6,0,1,14,14046,2010-11-03,2,1
31906,14093,58324,56976,10100,1,1,1,1,4,1,0,1,14,14046,2010-09-26,1,1
31907,14093,58325,56977,10100,1,1,1,1,4,1,0,1,14,14078,2010-11-01,1,1
31908,14093,58326,56978,30100,1,2,1,1,6,3,0,1,14,14078,2005-04-22,1,1
31909,14093,58327,56979,40103,1,1,1,1,4,6,2,1,14,14046,2010-06-26,1,1
31910,14093,58328,56980,40113,1,1,1,1,4,6,0,1,14,14046,2010-04-23,3,1
31911,14093,58329,56981,40113,1,1,1,1,4,6,0,1,14,14078,2011-01-12,1,1
31912,14093,58330,56982,10100,1,2,1,1,4,1,2,1,14,14046,2011-03-15,2,2
31913,14093,58330,56983,40107,1,1,1,1,4,1,2,1,14,14046,2011-03-15,2,2
31914,14093,58331,56984,40103,1,1,1,1,4,6,0,1,14,14046,2011-06-01,1,1
31915,14093,58332,56985,40103,1,1,1,1,4,6,0,1,14,14046,2011-07-03,1,1
31916,14093,58333,56986,40117,1,1,1,1,4,1,0,1,14,14074,2011-09-27,4,1
31917,14093,58334,56987,40103,1,1,1,1,4,6,0,1,14,14046,2010-03-30,1,1
31918,14093,58335,56988,10400,2,1,2,2,1,4,1,1,14,14078,2011-05-16,1,1
31919,14093,58335,56989,40600,2,1,2,2,1,4,1,1,14,14078,2011-05-16,1,4
31920,14093,58336,56990,40103,1,1,1,1,4,6,0,1,14,14078,2011-10-17,1,1
31921,14093,58337,56991,40102,1,1,1,1,4,6,0,1,14,14046,2012-02-08,1,1
31922,14093,58338,56992,10100,1,1,1,1,4,1,0,1,14,14078,2011-01-30,1,1
31923,14093,58339,56993,40103,1,1,1,1,4,6,0,1,14,14078,2012-04-02,1,1
31924,14093,58340,56994,10100,1,1,1,1,4,6,0,1,14,14046,2011-07-03,1,1
31925,14093,58341,56995,40113,1,1,1,1,4,6,0,1,14,14074,2012-06-19,1,1
31926,14093,58342,56996,40300,1,1,1,2,1,5,0,1,14,14046,2012-05-23,1,1
31928,14093,58344,56998,40103,1,1,1,1,5,1,0,1,14,14093,2012-10-07,1,2
31929,14093,58345,56999,40103,1,1,1,1,4,6,0,1,14,14008,2012-12-12,1,1
31930,14093,58346,57000,20300,2,2,1,2,1,6,0,3,14,14046,2012-06-26,1,2
31931,14093,58347,57001,40106,1,1,1,1,4,1,0,1,14,14074,2013-02-23,1,1
31932,14093,58348,57002,50100,3,1,1,1,1,3,1,1,14,14074,2013-06-13,1,2
31933,14093,58348,57003,10400,2,1,1,1,4,6,1,1,14,14074,2013-06-13,1,2
31934,14093,58349,57004,70102,2,1,1,2,1,6,0,1,14,14074,2013-05-18,1,1
31935,14093,58350,57005,60600,1,1,1,3,1,6,1,1,14,14078,2012-10-29,1,1
31936,14093,58350,57006,60101,1,1,1,2,5,6,1,1,14,14078,2012-10-29,1,1
31937,14093,58350,57007,30402,1,1,1,1,1,6,1,1,14,14078,2012-10-29,1,1
31938,14093,58351,57008,30100,1,1,1,1,1,3,1,1,14,14074,2013-03-21,1,1
31939,14093,58351,57009,60101,1,1,1,1,4,6,1,1,14,14074,2013-03-21,1,1
31940,14093,58352,57010,10100,1,1,1,1,4,1,0,1,14,14078,2012-10-18,1,1
31941,14093,58353,57011,70102,2,1,1,2,4,6,0,1,14,14046,2013-08-19,1,1
31942,14093,58354,57012,40102,1,1,1,1,4,6,0,1,14,14078,2013-09-30,1,1
31943,14093,58355,57013,10400,2,1,2,2,1,4,0,1,14,14046,2013-08-06,1,1
31944,14093,58356,57014,60101,1,1,1,1,4,6,0,1,14,14078,2013-09-30,1,1
31945,14093,58356,57015,30100,1,1,1,1,4,3,1,1,14,14078,2013-09-30,1,1
31946,14093,58357,57016,40113,1,1,1,1,4,6,0,1,14,14078,2013-02-27,1,1
31947,14093,58358,57017,40300,1,1,1,2,1,6,0,2,14,14078,2012-08-30,1,1
31948,14093,58359,57018,40300,1,1,1,2,6,6,0,1,14,14118,1989-06-20,1,1
31949,14093,58359,57019,40102,1,1,1,1,4,1,0,1,14,14118,1989-06-20,1,1
31950,14093,58359,57020,40400,1,1,1,1,1,1,0,1,14,14118,1989-06-20,1,1
31951,14093,58359,57021,20601,1,1,1,1,3,1,0,1,14,14118,1989-06-20,1,1
31952,14093,58359,57022,10400,2,1,1,1,4,1,2,1,14,14118,1989-06-20,1,1
31953,14093,58360,57023,10100,1,1,1,1,4,1,0,1,14,14118,1989-12-12,1,1
31954,14093,58361,57024,50100,2,1,1,1,1,3,0,1,14,14046,2013-05-17,1,1
31955,14093,58362,57025,20601,1,1,1,1,6,1,0,1,14,14029,1994-03-24,1,1
31956,14093,58363,57026,10100,1,1,1,1,4,1,0,1,14,14029,1994-12-06,1,1
31957,14093,58364,57027,10100,1,1,1,1,4,1,0,1,14,14118,1996-05-09,1,1
31958,14093,58365,57028,10100,1,1,1,1,4,1,0,1,14,14029,1996-06-24,1,1
31959,14093,58366,57029,10100,1,1,1,1,4,1,0,1,14,14029,1996-11-03,1,1
31960,14093,58367,57030,10100,1,1,1,1,4,6,0,1,14,14118,1998-04-14,1,1
31961,14093,58368,57031,10100,1,1,1,1,4,1,0,1,14,14118,1998-06-08,1,1
31962,14093,58369,57032,10100,1,1,1,1,4,1,0,1,14,14118,1999-01-15,1,1
31963,14093,58370,57033,10100,1,1,1,1,4,1,0,1,14,14118,1997-12-01,1,1
31964,14093,58371,57034,10100,1,1,1,1,4,1,0,1,14,14029,1999-03-12,1,1
31965,14093,58372,57035,70900,1,1,1,1,4,1,0,1,14,14118,1999-10-12,1,1
31966,14093,58373,57036,10100,1,1,1,1,4,1,0,1,14,14029,2000-03-13,1,1
31967,14093,58374,57037,40103,1,1,1,1,4,6,0,1,14,14118,2000-06-06,1,1
31968,14093,58375,57038,10100,1,1,1,1,4,1,0,1,14,14118,2000-01-02,1,1
31969,14093,58376,57039,20601,1,1,1,1,4,1,0,1,14,14118,2007-02-10,1,1
31970,14093,58377,57040,40102,1,1,1,2,4,6,2,1,14,14045,2010-01-23,1,1
31971,14093,58378,57041,10100,1,1,1,1,4,1,0,1,14,14029,2002-05-09,1,1
31972,14093,58379,57042,10100,1,1,1,1,4,1,0,1,14,14045,2002-06-22,1,1
31973,14093,58380,57043,10100,1,1,1,1,3,2,2,1,14,14045,2003-01-23,1,1
31974,14093,58381,57044,10100,1,1,1,1,4,1,0,1,14,14045,1997-02-05,1,1
31975,14093,58382,57045,10100,1,1,1,1,3,1,0,1,14,14045,2004-06-13,1,1
31976,14093,58383,57046,40113,1,1,1,1,4,2,0,1,14,14045,2002-06-24,1,1
31977,14093,58384,57047,40102,1,1,1,1,4,6,0,1,14,14045,2005-02-12,1,1
31978,14093,58385,57048,10100,1,1,1,1,3,1,0,2,14,14118,2006-01-02,1,1
31979,14093,58386,57049,10100,1,1,1,1,4,1,2,1,14,14118,2006-04-01,1,1
31980,14093,58387,57050,40102,1,1,1,2,4,6,0,1,14,14118,2006-02-20,1,1
31981,14093,58388,57051,10100,1,1,1,1,4,2,0,1,14,14029,2006-03-02,1,1
31982,14093,58389,57052,30403,1,1,1,1,4,3,0,1,14,14045,2007-09-30,1,1
31983,14093,58390,57053,40113,1,1,1,1,4,6,0,1,14,14118,2007-08-01,1,1
31984,14093,58391,57054,40111,1,1,1,1,4,1,0,1,14,14118,2006-09-26,1,1
31985,14093,58392,57055,40103,1,1,1,1,4,1,0,1,14,14045,2006-11-02,4,1
31986,14093,58393,57056,40102,1,1,1,1,4,1,0,1,14,14029,2006-09-22,1,1
31987,14093,58394,57057,10400,1,1,1,1,3,3,0,1,14,14118,2007-12-28,1,1
31988,14093,58395,57058,40102,1,1,1,1,4,6,0,1,14,14118,2008-08-17,1,1
31989,14093,58396,57059,40102,1,1,1,1,3,6,0,1,14,14118,2006-10-23,1,1
31990,14093,58397,57060,10100,1,1,1,1,4,1,0,1,14,14045,2008-04-27,1,1
31991,14093,58398,57061,40102,1,1,1,1,4,1,2,1,14,14118,2008-11-26,1,1
31992,14093,58399,57062,40113,1,1,1,1,3,6,0,1,14,14045,2006-10-01,1,1
31993,14093,58400,57063,40600,1,1,2,2,1,4,2,1,14,14118,2009-12-29,1,1
31994,14093,58400,57064,10400,1,1,2,2,4,4,2,1,14,14118,2009-12-29,1,1
